text;label;text_processed
A Rua Enock Ignácio de Oliveira, em Serra Talhada, está cheia de buracos, o que vem danificando os carros dos moradores. Solicitamos uma operação tapa-buraco com urgência.;Solicitação;rua enock ignácio oliveira serra talhar cheio buraco vir danificar carro de o morador solicitamos operação urgência
Venho por meio deste solicitar o serviço de recapeamento asfáltico para a Rua Enock Ignácio de Oliveira, em Serra Talhada. A quantidade de buracos na via tem causado prejuízos materiais aos motoristas.;Solicitação;venho meio de este solicitar serviço recapeamento asfáltico rua enock ignácio oliveira serra talhar quantidade buraco em o via ter causar prejuízo material a o motorista
A situação da pavimentação na Rua Enock Ignácio de Oliveira (Serra Talhada) é crítica. A via está tomada por buracos, tornando o tráfego perigoso e danoso para os veículos. Solicito providências.;Solicitação;situação de o pavimentação em o rua enock ignácio oliveira serra talhar crítico via tomar buraco tornar tráfego perigoso danoso veículo solicitar providêncio
É urgente uma operação tapa-buraco na Rua Enock Ignácio de Oliveira. A rua está intransitável e os carros estão quebrando por causa da buraqueira em Serra Talhada.;Solicitação;urgente operação em o rua enock ignácio oliveira rua intransitável carro quebrar causa de o buraqueira serra talhar
Acredito que a prefeitura de Garanhuns deveria investir em iluminação de LED nas ruas mais movimentadas. Além de economizar energia, a iluminação de LED oferece mais segurança para pedestres e motoristas à noite;Sugestão;acreditar prefeitura garanhuns dever investir iluminação led em o rua movimentado além economizar energia iluminação led oferecer segurança pedestr motorista a o noite
Minha sugestão é que a prefeitura de Garanhuns substitua a iluminação atual por lâmpadas de LED nas ruas de maior movimento. A medida economizaria energia e aumentaria a segurança de pedestres e motoristas à noite;Sugestão;sugestão prefeitura garanhuns substituar iluminação atual lâmpada led em o rua grande movimento medida economizario energia aumentar segurança pedestr motorista a o noite
Proponho que Garanhuns invista na instalação de iluminação de LED em suas principais vias. Além de ser mais econômica, a tecnologia LED proporciona maior segurança para quem transita à noite;Sugestão;proponho garanhuns invista em o instalação iluminação led principal via além econômico tecnologia led proporciona grande segurança transitar a o noite
Para aumentar a segurança e economizar energia, sugiro que a prefeitura de Garanhuns instale luzes de LED nas ruas mais movimentadas. A melhoria na iluminação beneficiaria toda a população;Sugestão;aumentar segurança economizar energia sugiro prefeitura garanhuns instaler luz led em o rua movimentado melhoria em o iluminação beneficiario todo população
Acredito que Garanhuns deveria adotar iluminação de LED nas ruas mais movimentadas. Essa medida não apenas reduziria o consumo de energia, mas também melhoraria a segurança noturna da cidade;Sugestão;acreditar garanhuns dever adotar iluminação led em o rua movimentado medida apenas reduzirio consumo energia melhorar segurança noturno de o cidade
Sugiro que a prefeitura de Garanhuns faça a troca da iluminação das ruas por lâmpadas de LED. Isso traria mais segurança e ajudaria a cidade a economizar energia;Sugestão;sugiro prefeitura garanhuns fazer troca de o iluminação de o rua lâmpada led trazer segurança ajudar cidade economizar energia
Gostaria de parabenizar a equipe de iluminação pública de Olinda pelo rápido conserto das luzes na minha rua. A resposta foi ágil e o serviço, impecável. É um alívio ter as ruas seguras novamente;Elogio;gostar parabenizar equipe iluminação público olinda por o rápido conserto de o luz em o rua resposta ágil serviço impecável alívio ter rua seguro novamente
Parabenizo a equipe responsável pela iluminação pública de Olinda pelo rápido conserto das lâmpadas. A agilidade no serviço e o resultado excelente trouxeram de volta a segurança para a nossa rua;Elogio;parabenizar equipe responsável por o iluminação público olinda por o rápido conserto de o lâmpada agilidade em o serviço resultado excelente trouxer volta segurança rua
Excelente trabalho da equipe de iluminação pública de Olinda. O problema das luzes apagadas na minha rua foi resolvido com muita rapidez e eficiência. Fiquei impressionado com a qualidade do serviço;Elogio;excelente trabalho de o equipe iluminação público olinda problema de o luz apagar em o rua resolver rapidez eficiência fiquei impressionar qualidade de o serviço
Venho expressar meu agradecimento à equipe de iluminação pública de Olinda. A resposta imediata e a competência com que consertaram as luzes da minha rua foi notável. Agora, nos sentimos mais seguros;Elogio;venho expressar agradecimento a o equipe iluminação público olinda resposta imediato competência consertar luz de o rua notável agora sentir seguro
Elogio o serviço ágil e de alta qualidade da equipe de iluminação pública de Olinda. O conserto das luzes da minha rua foi feito com rapidez, o que demonstrou a eficiência do trabalho;Elogio;elogiar serviço ágil alto qualidade de o equipe iluminação público olinda conserto de o luz de o rua fazer rapidez demonstrar eficiência de o trabalho
Muito obrigado à equipe de iluminação pública de Olinda. A agilidade em consertar as luzes da minha rua e a perfeição do trabalho nos devolveram a sensação de segurança. É um serviço que merece reconhecimento;Elogio;obrigado a o equipe iluminação público olinda agilidade consertar luz de o rua perfeição de o trabalho devolver sensação segurança serviço merecer reconhecimento
Requeiro, nos termos da Lei de Acesso à Informação, cópia integral do processo licitatório e do contrato firmado para a obra de pavimentação da Avenida da Integração em Petrolina.;Pedido de Acesso à Informação (LAI);requeiro em o termo de o lei acesso a o informação cópia integral de o processo licitatório de o contrato firmar obra pavimentação de o avenida de o integração petrolina
Com base na LAI, peço cópia completa da licitação e do contrato da obra de asfalto da Avenida da Integração, em Petrolina.;Pedido de Acesso à Informação (LAI);base em o lai peço cópia completo de o licitação de o contrato de o obra asfalto de o avenida de o integração petrolina
Gostaria de solicitar, via Lei de Acesso à Informação, o processo de licitação completo e o contrato assinado para a pavimentação da Avenida da Integração em Petrolina.;Pedido de Acesso à Informação (LAI);gostar solicitar via lei acesso a o informação processo licitação completo contrato assinar pavimentação de o avenida de o integração petrolina
Peço, pela LAI, acesso a todo o processo de licitação e ao contrato da obra de pavimentação da Avenida da Integração em Petrolina.;Pedido de Acesso à Informação (LAI);peçar por o lai acesso todo processo licitação a o contrato de o obra pavimentação de o avenida de o integração petrolina
Amparado pela Lei de Acesso à Informação, solicito o inteiro teor do procedimento licitatório, bem como do contrato resultante, referente à pavimentação da Avenida da Integração em Petrolina.;Pedido de Acesso à Informação (LAI);amparar por o lei acesso a o informação solicitar inteiro teor de o procedimento licitatório bem de o contrato resultante referente a o pavimentação de o avenida de o integração petrolina
Sobre a obra de pavimentação da Avenida da Integração em Petrolina, solicito, com base na LAI, cópia integral tanto do processo de licitação quanto do contrato que foi assinado.;Pedido de Acesso à Informação (LAI);sobre obra pavimentação de o avenida de o integração petrolina solicitar base em o lai cópia integral tanto de o processo licitação quanto de o contrato assinar
Sugiro a criação de uma campanha de conscientização sobre o descarte correto de lixo eletrônico em Serra Talhada. As pessoas não sabem onde descartar pilhas, baterias e outros eletrônicos;Sugestão;sugiro criação campanha conscientização sobre descarte correto lixo eletrônico serra talhar pessoa saber onde descartar pilha bateria outro eletrônico
A prefeitura de Serra Talhada deveria criar uma campanha para ensinar a população a descartar o lixo eletrônico de forma correta. Muita gente não sabe o que fazer com pilhas e baterias;Sugestão;prefeitura serra talhar dever criar campanha ensinar população descartar lixo eletrônico forma correto gente saber fazer pilha bateria
Proponho a realização de uma campanha educativa em Serra Talhada para conscientizar sobre o descarte de lixo eletrônico. É fundamental que as pessoas saibam onde e como descartar pilhas, baterias e outros eletrônicos;Sugestão;proponhar realização campanha educativo serra talhar conscientizar sobre descarte lixo eletrônico fundamental pessoa saber onde descartar pilha bateria outro eletrônico
Sugiro que a prefeitura de Serra Talhada lance uma campanha de conscientização sobre o descarte de lixo eletrônico. As pessoas não sabem onde destinar pilhas e baterias, e isso causa problemas ambientais;Sugestão;sugiro prefeitura serra talhar lançar campanha conscientização sobre descarte lixo eletrônico pessoa saber onde destinar pilha bateria causar problema ambiental
Para resolver o problema do lixo eletrônico em Serra Talhada, sugiro a criação de uma campanha de conscientização. Muitas pessoas têm dúvidas sobre onde descartar pilhas e outros equipamentos;Sugestão;resolver problema de o lixo eletrônico serra talhar sugiro criação campanha conscientização pessoa ter dúvida sobre onde descartar pilha outro equipamento
Acredito que a prefeitura de Serra Talhada deveria orientar a população sobre o descarte de lixo eletrônico. Uma campanha seria eficaz para ensinar as pessoas a descartar pilhas, baterias e outros eletrônicos de forma correta;Sugestão;acreditar prefeitura serra talhar dever orientar população sobre descarte lixo eletrônico campanha eficaz ensinar pessoa descartar pilha bateria outro eletrônico forma correto
Fiquei muito satisfeito com o atendimento recebido na Secretaria de Educação de Jaboatão dos Guararapes. Os funcionários foram atenciosos e resolveram minha solicitação de forma eficiente. Um ótimo exemplo de serviço público de qualidade;Elogio;fiquei satisfeito atendimento receber em o secretaria educação Jaboatão de o guararape funcionário atencioso resolver solicitação forma eficiente bom exemplo serviço público qualidade
Parabenizo a Secretaria de Educação de Jaboatão dos Guararapes pelo excelente atendimento. Os funcionários me atenderam com muita atenção e eficiência, mostrando o alto nível do serviço público local;Elogio;parabenizar secretaria educação Jaboatão de o guararape por o excelente atendimento funcionário atender atenção eficiência mostrar alto nível de o serviço público local
Venho expressar minha satisfação com a rapidez e cortesia do atendimento que recebi na Secretaria de Educação de Jaboatão dos Guararapes. O problema foi resolvido rapidamente;Elogio;venho expressar satisfação rapidez cortesia de o atendimento recebi em o secretaria educação Jaboatão de o guararape problema resolver rapidamente
Gostaria de elogiar o profissionalismo e a agilidade da equipe da Secretaria de Educação de Jaboatão dos Guararapes. Eles me ajudaram a resolver minha questão com total competência;Elogio;gostar elogiar profissionalismo agilidade de o equipe de o secretaria educação Jaboatão de o guararape ajudar resolver questão total competência
Fui atendido na Secretaria de Educação de Jaboatão dos Guararapes e fiquei muito impressionado. Os funcionários foram solícitos e a resolução da minha solicitação foi muito eficiente. Parabéns pelo serviço;Elogio;atender em o secretaria educação Jaboatão de o guararape fiquei impressionado funcionário solícito resolução de o solicitação eficiente parabéns por o serviço
Excelente atendimento na Secretaria de Educação de Jaboatão dos Guararapes. Os funcionários foram atenciosos e eficientes na resolução da minha demanda, mostrando um serviço público de excelência;Elogio;excelente atendimento em o secretaria educação Jaboatão de o guararape funcionário atencioso eficiente em o resolução de o demanda mostrar serviço público excelência
Peço, por favor, a poda de uma árvore de grande porte na Praça Souto Filho, em Garanhuns. Os galhos estão muito baixos e tocando na fiação elétrica, o que representa um perigo.;Solicitação;peçar favor poda árvore grande porte em o praça souto Filho garanhum galho baixo tocar em o fiação elétrico representar perigo
Tem uma árvore muito grande na Praça Souto Filho, em Garanhuns, e os galhos estão encostando nos fios de luz. Peço que venham podar antes que aconteça um acidente.;Solicitação;ter árvore grande em o praça souto Filho garanhuns galho encostar em o fio luz peço vir podar antes acontecer acidente
Gostaria de solicitar a poda de uma árvore na Praça Souto Filho. Os galhos estão em contato com a fiação elétrica e isso é um perigo para a comunidade.;Solicitação;gostar solicitar poda árvore em o praça souto Filho galho contato fiação elétrico perigo comunidade
Na Praça Souto Filho, em Garanhuns, há uma árvore cujos galhos baixos estão tocando os cabos de eletricidade. Solicito o serviço de poda para eliminar o risco.;Solicitação;em o praça souto Filho garanhum árvore cujo galho baixo tocar cabo eletricidade solicitar serviço poda eliminar risco
Estou ligando para pedir a poda de uma árvore perigosa na Praça Souto Filho. Os galhos estão pegando na fiação e podem causar um curto-circuito.;Solicitação;ligar pedir poda árvore perigoso em o praça souto Filho galho pegar em o fiação poder causar
Peço que a prefeitura realize a poda de uma árvore em Garanhuns, na Praça Souto Filho. A fiação elétrica está sendo tocada pelos galhos, o que é muito perigoso.;Solicitação;peçar prefeitura realizar poda árvore garanhun em o praça souto Filho fiação elétrico tocar por o galho perigoso
Proponho que o portal da transparência de Paulista seja mais fácil de usar, com gráficos e dados mais visuais. A informação precisa ser mais acessível para que todos possam acompanhar os gastos públicos;Sugestão;proponho portal de o transparência paulista fácil usar gráfico dar visual informação precisar acessível todo poder acompanhar gasto público
A prefeitura de Paulista deveria tornar o portal da transparência mais intuitivo. Sugiro o uso de gráficos e outras ferramentas visuais para que os gastos públicos fiquem mais claros para a população;Sugestão;prefeitura paulista dever tornar portal de o transparência intuitivo sugiro uso gráfico outro ferramenta visual gasto público ficar claro população
Sugiro que a prefeitura de Paulista modernize o portal da transparência. Com uma interface mais amigável, com gráficos e dados visuais, a população poderia fiscalizar os gastos públicos de forma mais fácil;Sugestão;sugiro prefeitura paulista modernizar portal de o transparência interface amigável gráfico dado visual população poder fiscalizar gasto público forma fácil
Proponho a criação de um portal da transparência mais acessível em Paulista. A informação sobre os gastos públicos deveria ser apresentada de forma mais clara e visual, com o uso de gráficos e infográficos;Sugestão;proponhar criação portal de o transparência acessível paulista informação sobre gasto público dever apresentar forma claro visual uso gráfico infográfico
Para que a população possa acompanhar os gastos públicos de forma clara, sugiro que o portal da transparência de Paulista seja reformulado para ter um design mais simples e com informações visuais;Sugestão;população poder acompanhar gasto público forma claro sugiro portal de o transparência paulista reformular ter design simples informação visual
O portal da transparência de Paulista precisa ser mais fácil de usar. A informação sobre os gastos públicos não é clara. Proponho que a prefeitura use gráficos e outros recursos visuais para apresentar os dados;Sugestão;portal de o transparência paulista precisar fácil usar informação sobre gasto público claro proponho prefeitura usar gráfico outro recurso visual apresentar dado
Parabéns à Guarda Municipal de Petrolina pelo excelente trabalho na fiscalização do trânsito. A presença e a atuação de vocês têm tornado o fluxo de veículos mais seguro e organizado;Elogio;parabéns a o guarda Municipal petrolina por o excelente trabalho em o fiscalização de o trânsito presença atuação ter tornar fluxo veículo seguro organizar
Gostaria de elogiar a Guarda Municipal de Petrolina. A presença constante e a eficiência na fiscalização de trânsito contribuíram para um fluxo de veículos muito mais seguro e ordenado;Elogio;gostar elogiar guarda Municipal petrolina presença constante eficiência em o fiscalização trânsito contribuir fluxo veículo seguro ordenar
O trabalho da Guarda Municipal de Petrolina na fiscalização do trânsito é digno de aplausos. A atuação de vocês tem sido fundamental para melhorar a segurança e a organização nas ruas da cidade;Elogio;trabalho de o Guarda Municipal petrolina em o fiscalização de o trânsito digno aplauso atuação ter fundamental melhorar segurança organização em o rua de o cidade
Venho parabenizar a Guarda Municipal de Petrolina pelo ótimo trabalho. A fiscalização de trânsito tem sido excelente, o que reflete diretamente na segurança e na fluidez do tráfego. Muito obrigado;Elogio;venho parabenizar guarda Municipal petrolina por o bom trabalho fiscalização trânsito ter excelente reflete diretamente em o segurança em o fluidez de o tráfego obrigado
A presença e o excelente trabalho da Guarda Municipal de Petrolina têm tornado o trânsito da cidade mais seguro. A fiscalização de vocês é um exemplo de serviço público de qualidade;Elogio;presença excelente trabalho de o Guarda Municipal petrolina ter tornar trânsito de o cidade seguro fiscalização exemplo serviço público qualidade
Parabéns à Guarda Municipal de Petrolina! O trabalho na fiscalização do trânsito é de alta qualidade, garantindo maior segurança e um fluxo de veículos mais organizado para todos nós;Elogio;parabéns a o guarda Municipal petrolina trabalho em o fiscalização de o trânsito alto qualidade garantir grande segurança fluxo veículo organizar todo
Solicito acesso à lista de espera atualizada para consultas com neurologista e cardiologista na rede municipal de saúde de Olinda, segmentada por posto de saúde.;Pedido de Acesso à Informação (LAI);solicitar acesso a o lista espera atualizar consulta neurologista cardiologista em o rede Municipal saúde olinda segmentar posto saúde
Gostaria de ter acesso, com base na LAI, à fila de espera atual para as especialidades de neurologia e cardiologia em cada um dos postos de saúde de Olinda.;Pedido de Acesso à Informação (LAI);gostar ter acesso base em o lai a o fila espera atual especialidade neurologia cardiologia cada de o posto saúde olinda
Peço que me forneçam a lista de espera mais recente para consultas com cardiologistas e neurologistas na rede municipal de Olinda, separada por unidade de saúde.;Pedido de Acesso à Informação (LAI);peçar fornecer lista espera recente consulta cardiologista neurologista em o rede Municipal olinda separar unidade saúde
Requeiro, nos termos da Lei de Acesso à Informação, a relação atualizada de pacientes aguardando consulta com neurologista e cardiologista, com os dados segmentados por posto de saúde em Olinda.;Pedido de Acesso à Informação (LAI);requeiro em o termo de o lei acesso a o informação relação atualizar paciente aguardar consulta neurologista cardiologista dado segmentar posto saúde olinda
Qual o tamanho atual da fila de espera para neurologia e cardiologia em cada posto de saúde de Olinda? Solicito essa informação detalhada.;Pedido de Acesso à Informação (LAI);tamanho atual de o fila espera neurologia cardiologia cada posto saúde olinda solicitar informação detalhar
Solicito a lista de espera atualizada para as consultas de cardiologia e neurologia no sistema de saúde municipal de Olinda, com a informação dividida por posto de atendimento.;Pedido de Acesso à Informação (LAI);solicitar lista espera atualizar consulta cardiologia neurologia em o sistema saúde Municipal olinda informação dividir posto atendimento
A prefeitura de Arcoverde deveria lançar um programa de revitalização de fachadas antigas no centro da cidade. Isso valorizaria o patrimônio histórico e cultural e atrairia mais turistas e visitantes;Sugestão;prefeitura arcoverde dever lançar programa revitalização fachada antigo em o centro de o cidade valorizar patrimônio histórico cultural atrairiar turista visitante
Sugiro que a prefeitura de Arcoverde implemente um programa de revitalização das fachadas históricas no centro. Essa medida preservaria o patrimônio cultural da cidade e atrairia mais turistas e visitantes;Sugestão;sugiro prefeitura arcoverde implemente programa revitalização de o fachada histórico em o centro medida preservario patrimônio cultural de o cidade atrairiar turista visitante
Para valorizar o patrimônio histórico e cultural de Arcoverde, proponho um programa de revitalização das fachadas antigas no centro da cidade. Isso também ajudaria a atrair mais turistas e visitantes;Sugestão;valorizar patrimônio histórico cultural arcoverde proponhar programa revitalização de o fachada antigo em o centro de o cidade ajudar atrair turista visitante
Acredito que Arcoverde deveria lançar um programa para restaurar as fachadas antigas do centro da cidade. Isso preservaria nossa história e incentivaria o turismo local;Sugestão;acreditar arcoverde dever lançar programa restaurar fachada antigo de o centro de o cidade preservar história incentivar turismo local
Minha sugestão é que a prefeitura de Arcoverde invista na revitalização das fachadas históricas no centro. Essa iniciativa protegeria o patrimônio cultural e incentivaria o turismo, atraindo mais visitantes para a cidade;Sugestão;sugestão prefeitura arcoverde invisto em o revitalização de o fachada histórico em o centro iniciativa proteger patrimônio cultural incentivar turismo atrair visitante cidade
Proponho que a prefeitura de Arcoverde crie um programa de revitalização das fachadas antigas do centro. A medida valorizaria a história da cidade e atrairia mais turistas, impulsionando a economia local;Sugestão;proponho prefeitura arcoverde criar programa revitalização de o fachada antigo de o Centro medida valorizario história de o cidade atrairiar turista impulsionar economia local
Quero expressar minha gratidão à equipe de saúde da família de Caruaru. O programa de visita domiciliar tem feito uma grande diferença na minha vida e na de minha família. O cuidado e o apoio são inestimáveis;Elogio;querer expressar gratidão a o equipe saúde de o família caruaru programa visita domiciliar ter fazer grande diferença em o vida em o família cuidado apoio inestimável
