ID;Categoria;Texto da Demanda;Canal de Entrada;Data;Status da Resposta;Nível de Instrução;Localização
[NOVO ID];Sugestão;Para que a população possa acompanhar os gastos públicos de forma clara, sugiro que o portal da transparência de Paulista seja reformulado para ter um design mais simples e com informações visuais;Formulário Online;21/08/25;Em Análise;Pós-graduação;Paulista
[NOVO ID];Sugestão;O portal da transparência de Paulista precisa ser mais fácil de usar. A informação sobre os gastos públicos não é clara. Proponho que a prefeitura use gráficos e outros recursos visuais para apresentar os dados;Formulário Online;21/08/25;Em Análise;Pós-graduação;Paulista
[NOVO ID];Elogio;Parabéns à Guarda Municipal de Petrolina pelo excelente trabalho na fiscalização do trânsito. A presença e a atuação de vocês têm tornado o fluxo de veículos mais seguro e organizado;E-mail;22/08/25;Respondida;Técnico;Petrolina
[NOVO ID];Elogio;Gostaria de elogiar a Guarda Municipal de Petrolina. A presença constante e a eficiência na fiscalização de trânsito contribuíram para um fluxo de veículos muito mais seguro e ordenado;E-mail;22/08/25;Respondida;Técnico;Petrolina
[NOVO ID];Elogio;O trabalho da Guarda Municipal de Petrolina na fiscalização do trânsito é digno de aplausos. A atuação de vocês tem sido fundamental para melhorar a segurança e a organização nas ruas da cidade;E-mail;22/08/25;Respondida;Técnico;Petrolina
[NOVO ID];Elogio;Venho parabenizar a Guarda Municipal de Petrolina pelo ótimo trabalho. A fiscalização de trânsito tem sido excelente, o que reflete diretamente na segurança e na fluidez do tráfego. Muito obrigado;E-mail;22/08/25;Respondida;Técnico;Petrolina
[NOVO ID];Elogio;A presença e o excelente trabalho da Guarda Municipal de Petrolina têm tornado o trânsito da cidade mais seguro. A fiscalização de vocês é um exemplo de serviço público de qualidade;E-mail;22/08/25;Respondida;Técnico;Petrolina
[NOVO ID];Elogio;Parabéns à Guarda Municipal de Petrolina! O trabalho na fiscalização do trânsito é de alta qualidade, garantindo maior segurança e um fluxo de veículos mais organizado para todos nós;E-mail;22/08/25;Respondida;Técnico;Petrolina
[NOVO ID];Pedido de Acesso à Informação (LAI);Solicito acesso à lista de espera atualizada para consultas com neurologista e cardiologista na rede municipal de saúde de Olinda, segmentada por posto de saúde.;Formulário Online;22/08/25;Pendente;Superior;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Gostaria de ter acesso, com base na LAI, à fila de espera atual para as especialidades de neurologia e cardiologia em cada um dos postos de saúde de Olinda.;Formulário Online;22/08/25;Pendente;Superior;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Peço que me forneçam a lista de espera mais recente para consultas com cardiologistas e neurologistas na rede municipal de Olinda, separada por unidade de saúde.;Formulário Online;22/08/25;Pendente;Superior;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Requeiro, nos termos da Lei de Acesso à Informação, a relação atualizada de pacientes aguardando consulta com neurologista e cardiologista, com os dados segmentados por posto de saúde em Olinda.;Formulário Online;22/08/25;Pendente;Superior;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Qual o tamanho atual da fila de espera para neurologia e cardiologia em cada posto de saúde de Olinda? Solicito essa informação detalhada.;Formulário Online;22/08/25;Pendente;Superior;Olinda
[NOVO ID];Pedido de Acesso à Informação (LAI);Solicito a lista de espera atualizada para as consultas de cardiologia e neurologia no sistema de saúde municipal de Olinda, com a informação dividida por posto de atendimento.;Formulário Online;22/08/25;Pendente;Superior;Olinda
[NOVO ID];Sugestão;A prefeitura de Arcoverde deveria lançar um programa de revitalização de fachadas antigas no centro da cidade. Isso valorizaria o patrimônio histórico e cultural e atrairia mais turistas e visitantes;E-mail;22/08/25;Em Análise;Médio;Arcoverde
[NOVO ID];Sugestão;Sugiro que a prefeitura de Arcoverde implemente um programa de revitalização das fachadas históricas no centro. Essa medida preservaria o patrimônio cultural da cidade e atrairia mais turistas e visitantes;E-mail;22/08/25;Em Análise;Médio;Arcoverde
[NOVO ID];Sugestão;Para valorizar o patrimônio histórico e cultural de Arcoverde, proponho um programa de revitalização das fachadas antigas no centro da cidade. Isso também ajudaria a atrair mais turistas e visitantes;E-mail;22/08/25;Em Análise;Médio;Arcoverde
[NOVO ID];Sugestão;Acredito que Arcoverde deveria lançar um programa para restaurar as fachadas antigas do centro da cidade. Isso preservaria nossa história e incentivaria o turismo local;E-mail;22/08/25;Em Análise;Médio;Arcoverde
[NOVO ID];Sugestão;Minha sugestão é que a prefeitura de Arcoverde invista na revitalização das fachadas históricas no centro. Essa iniciativa protegeria o patrimônio cultural e incentivaria o turismo, atraindo mais visitantes para a cidade;E-mail;22/08/25;Em Análise;Médio;Arcoverde
[NOVO ID];Sugestão;Proponho que a prefeitura de Arcoverde crie um programa de revitalização das fachadas antigas do centro. A medida valorizaria a história da cidade e atrairia mais turistas, impulsionando a economia local;E-mail;22/08/25;Em Análise;Médio;Arcoverde
[NOVO ID];Elogio;Quero expressar minha gratidão à equipe de saúde da família de Caruaru. O programa de visita domiciliar tem feito uma grande diferença na minha vida e na de minha família. O cuidado e o apoio são inestimáveis;Formulário Online;23/08/25;Respondida;Fundamental;Caruaru
[NOVO ID];Elogio;Venho agradecer o trabalho da equipe de saúde da família de Caruaru. O programa de visita domiciliar é excelente e tem nos ajudado muito, com um apoio e cuidado que faz toda a diferença para a minha família;Formulário Online;23/08/25;Respondida;Fundamental;Caruaru
[NOVO ID];Elogio;Parabenizo a equipe de saúde da família de Caruaru pelo atendimento excepcional. O cuidado e a atenção que recebemos com o programa de visita domiciliar são de grande valia e dignos de reconhecimento;Formulário Online;23/08/25;Respondida;Fundamental;Caruaru
[NOVO ID];Elogio;O programa de visita domiciliar da equipe de saúde da família em Caruaru é um serviço inestimável. Agradeço o cuidado e a dedicação dos profissionais, que têm sido fundamentais para o bem-estar da minha família;Formulário Online;23/08/25;Respondida;Fundamental;Caruaru
[NOVO ID];Elogio;Gostaria de elogiar o excelente trabalho da equipe de saúde da família de Caruaru. A assistência e o apoio que eles fornecem por meio das visitas domiciliares têm melhorado a vida da minha família de forma significativa;Formulário Online;23/08/25;Respondida;Fundamental;Caruaru
[NOVO ID];Elogio;Muito obrigado à equipe de saúde da família de Caruaru. O programa de visita domiciliar é um serviço maravilhoso que nos traz muito apoio e cuidado. A diferença na nossa vida é notável;Formulário Online;23/08/25;Respondida;Fundamental;Caruaru
[NOVO ID];Solicitação;Gostaria de solicitar a instalação de um poste de iluminação pública na Rua 12 do bairro João de Deus, em Petrolina. A rua é muito escura à noite, o que facilita a ocorrência de assaltos.;E-mail;23/08/25;Respondida;Superior;Petrolina
[NOVO ID];Solicitação;Peço a instalação de um poste de luz na Rua 12, no bairro João de Deus. A escuridão à noite está tornando a área perigosa e propensa a assaltos.;E-mail;23/08/25;Respondida;Superior;Petrolina
[NOVO ID];Solicitação;Para aumentar a segurança dos moradores, solicito a instalação de iluminação pública na Rua 12 do bairro João de Deus, em Petrolina. A escuridão noturna tem contribuído para o aumento de assaltos na área.;E-mail;23/08/25;Respondida;Superior;Petrolina
[NOVO ID];Solicitação;Venho por meio deste solicitar a implantação de um ponto de iluminação na Rua 12, bairro João de Deus. A falta de luz no período noturno tem deixado os residentes vulneráveis a assaltos.;E-mail;23/08/25;Respondida;Superior;Petrolina
[NOVO ID];Solicitação;A Rua 12 do bairro João de Deus está um breu total à noite e isso está chamando ladrão. Precisamos urgentemente de um poste de iluminação pública instalado aqui em Petrolina.;E-mail;23/08/25;Respondida;Superior;Petrolina
[NOVO ID];Solicitação;Os assaltos na Rua 12 do bairro João de Deus, em Petrolina, estão frequentes por causa da escuridão. A instalação de um poste de iluminação pública é uma medida necessária para resolver o problema.;E-mail;23/08/25;Respondida;Superior;Petrolina
[NOVO ID];Sugestão;Sugiro a instalação de placas de identificação em todos os prédios e espaços públicos de Petrolina. A falta de sinalização dificulta a localização para quem não é da cidade;Telefone;23/08/25;Em Análise;Fundamental;Petrolina
[NOVO ID];Sugestão;A prefeitura de Petrolina deveria instalar placas de identificação em todos os prédios e locais públicos. A falta de sinalização é um problema para quem não conhece a cidade e precisa se localizar;Telefone;23/08/25;Em Análise;Fundamental;Petrolina
[NOVO ID];Sugestão;Proponho que Petrolina invista em sinalização para identificar prédios e espaços públicos. A falta de placas dificulta a localização para visitantes e até mesmo para moradores;Telefone;23/08/25;Em Análise;Fundamental;Petrolina
[NOVO ID];Sugestão;Para melhorar a orientação na cidade, sugiro a instalação de placas de identificação em todos os prédios públicos de Petrolina. A falta de sinalização dificulta muito para quem chega de outras cidades;Telefone;23/08/25;Em Análise;Fundamental;Petrolina
[NOVO ID];Sugestão;Acredito que a instalação de placas de identificação em prédios e espaços públicos de Petrolina é necessária. A falta de sinalização é um problema para a navegação na cidade;Telefone;23/08/25;Em Análise;Fundamental;Petrolina
